gene_symbol	ICM_1_FPKM	ICM_2_FPKM	ICM_3_FPKM	TE_1_FPKM	TE_2_FPKM	TE_3_FPKM
MRPL49	0.0	0.0	0.0	0.0	0.10589	1e-06
SYVN1	0.0	0.0	0.0	0.0	0.0	14.454883
SPDYC	0.0	1.071158	6.017078	2.135447	3.401112	0.427918
CAPN1	0.0	25.513048	50.503883	19.284849	49.775894	111.700439
SLC22A20	0.0	0.0	0.0	0.0	0.138286	0.0
POLA2	16.563602	27.052485	15.791191	30.415039	37.51199	19.435135
CDC42EP2	3.849578	6.546774	4.201815	4.646043	5.110994	5.773248
DPF2	11.393294	12.559369	15.38345	10.618181	12.500942	14.454059
TIGD3	1.64225	0.145956	0.72822	0.705906	0.726599	0.0
SLC25A45	0.0	0.0	0.0	0.0	0.0	0.0
FRMD8	8.946263	9.38557	11.798226	7.026929	12.682899	18.262497
NEAT1	11.413887	16.752129	8.598048	4.540005	0.302788	2.359951
MIR612	0.4038	10.210595	3.267718	2.446892	0.0	4.344817
MALAT1	118.227425	47.032867	44.979919	66.450951	26.202566	73.177422
SCYL1	3.631804	14.352367	7.648781	8.257026	12.8915	14.837761
LTBP3	0.345296	0.273973	0.891626	0.222011	0.412643	0.067872
SSSCA1-AS1	0.874569	0.165825	1.565888	0.735346	0.650895	0.225573
SSSCA1	75.817909	92.696388	119.179657	104.573563	251.957184	375.601105
FAM89B	5.044003	0.0	15.550457	13.866612	0.035138	6.328801
EHBP1L1	0.0	0.0	0.015301	0.0	0.158545	0.0
KCNK7	0.0	0.0	0.047559	0.0	0.0	0.672197
MAP3K11	1.850396	2.730953	2.647514	2.632643	5.969527	7.043469
PCNXL3	0.540394	0.92619	1.085605	0.819078	3.194849	3.114187
MIR4690	0.0	0.0	0.0	0.0	0.317927	0.004618
SIPA1	0.0	0.0	0.0	0.0	0.0	0.0
MIR4489	0.0	0.0	0.0	0.0	0.0	0.0
RELA	0.0	0.0	0.0	0.0	0.0	0.0
KAT5	0.0	0.0	7.89459	0.505688	0.0	0.0
RNASEH2C	53.321468	65.29467	52.659306	74.295166	136.56781	157.779358
AP5B1	22.003899	13.588915	31.832731	2.683992	2.344988	23.285694
OVOL1	390.25293	375.342712	936.896301	56.430843	17.42345	158.175201
SNX32	0.0	0.202481	0.0	0.0	0.0	0.0
CFL1	832.617432	1128.34314	1305.794434	896.626404	1640.269165	1541.594238
MUS81	6.241533	8.436694	8.674423	6.568305	9.675209	9.090899
EFEMP2	0.0	0.143433	1.60453	0.0	0.0	0.374236
CTSW	0.0	0.0	0.0	0.0	0.0	0.0
FIBP	12.713615	13.343207	25.398209	17.977835	30.093231	45.014763
CCDC85B	1.953166	0.097047	0.190474	0.247605	0.551212	0.027814
FOSL1	7.609322	1.03047	0.705492	1.869951	0.0	1.438101
C11orf68	1.920429	3.525775	5.318024	2.486033	3.624477	1.726762
DRAP1	9.063198	13.312744	15.331304	12.855039	32.926697	27.173122
TSGA10IP	0.0	0.0	0.0	0.0	0.0	0.0
SART1	6.768176	6.098825	8.043487	8.944064	14.983915	18.864941
EIF1AD	0.716703	0.932913	0.135136	2.035667	1.579051	1.403078
BANF1	32.830021	93.894348	74.137062	55.640999	54.22366	45.85936
CST6	0.520243	0.0	0.0	0.939286	0.0	1.714578
CATSPER1	0.0	0.0	0.0	0.0	0.0	0.0
GAL3ST3	0.0	0.0	0.0	0.0	0.081589	0.0
SF3B2	42.362236	46.966709	55.754932	54.595829	60.116322	49.021187
PACS1	3.165008	2.756963	2.506304	5.267434	9.228919	3.143819
KLC2	0.0	0.0	0.147811	0.112536	0.0	0.0
RAB1B	14.059212	19.450874	23.609522	26.23115	31.773729	50.760635
CNIH2	0.265346	0.0	0.524319	0.0	1.930512	0.654328
YIF1A	55.431793	102.983452	109.07943	69.852776	191.90744	264.712372
TMEM151A	0.0	0.0	0.0	0.0	0.0	0.0
CD248	0.075704	0.0	0.0	0.0	0.0	0.0
RIN1	0.0	0.0	0.0	0.058644	0.0	0.239445
BRMS1	4.062882	14.358904	2.166218	2.422565	8.502243	15.028526
B3GNT1	1.34684	1.448838	4.148323	1.253402	1.177977	1.072273
SLC29A2	19.145609	30.01458	38.965866	52.267624	68.650192	64.269142
NPAS4	0.0	0.0	0.0	0.0	0.0	0.0
MRPL11	9.700513	83.994415	37.108955	21.094528	32.255131	45.026134
PELI3	0.0	0.0	0.0	0.0	0.0	0.0
DPP3	0.0	0.0	0.0	0.0	0.0	0.0
BBS1	0.646781	0.226636	0.617173	1.079565	1.076653	0.895982
ZDHHC24	3.97368	5.277433	7.094151	4.880324	12.616117	12.887801
ACTN3	0.227507	0.0	0.0	0.0	0.0	0.027892
CTSF	4.747888	3.288726	0.337215	3.986714	4.990536	1.839811
CCDC87	0.0	0.08154	0.0	0.0	0.0	0.21914
CCS	11.543574	12.159873	13.829363	12.933082	37.438671	47.427769
RBM14	7.62201	7.844485	0.0	0.047065	0.0	0.0
RBM14-RBM4	0.0	0.0	0.0	0.0	0.0	0.0
RBM4	13.603081	21.112995	17.006435	14.233102	24.561598	8.86285
RBM4B	8.381047	6.787957	16.645296	7.394553	4.557707	9.531734
SPTBN2	0.013798	0.093133	0.29373	0.266466	0.83509	0.962926
C11orf80	0.0	0.0	0.22392	0.603817	0.085166	0.225971
RCE1	8.056021	3.768879	0.0	10.970364	0.0	4.690682
PC	0.0	0.0	0.0	0.0	0.0	0.0
LRFN4	0.596082	0.237321	0.263057	3.229021	2.542916	0.954735
C11orf86	0.0	0.0	0.0	0.0	0.0	0.0
SYT12	0.0	0.0	0.039789	0.410038	0.577852	0.301018
RHOD	23.19755	8.382637	23.201891	13.298082	19.314718	32.439636
KDM2A	4.35618	4.083034	6.259366	2.39133	2.143495	2.99418
ADRBK1	4.907371	8.432524	8.299079	8.537118	18.265549	18.147987
ANKRD13D	0.0	0.0	0.0	0.0	37.889591	0.0
SSH3	0.677994	0.861278	0.227481	1.61765	8.09196	1.199026
LOC100130987	0.075241	0.0	0.502691	0.0	0.0	0.447261
POLD4	4.515067	2.486588	7.504023	2.200216	5.253914	8.063218
CLCF1	0.0	0.0	0.0	0.0	0.0	0.0
RAD9A	5.028283	5.136963	8.15654	8.583423	12.911603	9.185718
PPP1CA	0.037985	0.186439	0.218476	0.037811	0.032115	0.328557
TBC1D10C	0.0	0.0	0.0	0.0	0.0	0.0
CARNS1	0.0	0.090011	0.0	0.0	0.0	0.0
RPS6KB2	23.189413	33.878204	25.957022	39.421413	69.957863	68.656868
PTPRCAP	0.0	0.0	0.0	0.0	0.0	0.0
CORO1B	38.631413	50.624058	66.288956	0.0	137.142273	185.407211
GPR152	0.0	0.0	0.0	0.0	0.0	0.0
CABP4	0.0	0.0	0.0	0.0	0.0	0.0
TMEM134	0.0	0.0	0.0	0.0	0.0	0.0
AIP	6.783351	9.320601	10.783598	6.754466	16.725826	23.227039
PITPNM1	0.0	0.0	0.0	0.0	0.0	0.003225
CDK2AP2	29.820091	46.248116	59.299423	22.947264	83.326691	107.1157
CABP2	0.0	0.0	0.0	0.0	0.0	0.0
GSTP1	1686.014404	1586.155273	1237.864136	1630.987915	3363.954102	2547.506348
NDUFV1	0.0	0.260514	0.018329	0.182561	0.382149	0.058868
DOC2GP	0.0	0.0	0.0	0.0	0.0	0.0
NUDT8	1.99825	0.0	0.0	0.267886	0.357835	0.0
TBX10	0.0	0.0	0.0	0.0	0.0	0.0
ACY3	0.0	0.0	0.0	0.0	0.0	0.0
ALDH3B2	0.748124	3.474117	0.981433	0.167501	0.0	2.626213
FAM86C2P	0.494219	0.424223	0.366256	0.372269	1.853472	0.088479
UNC93B1	0.089652	1.129616	0.185729	0.785209	0.489692	1.413752
ALDH3B1	0.0	0.0	0.066218	0.060456	0.0	0.0
NDUFS8	112.018913	164.532684	251.674957	141.265778	404.121643	648.329529
MIR4691	0.0	0.0	1.249984	0.0	0.0	2.647053
TCIRG1	2.391811	5.183911	0.0	1.656689	10.016156	0.061324
CHKA	3.746099	1.716377	2.576917	2.674564	2.285584	2.185199
SUV420H1	3.035164	3.136633	2.238285	3.617257	1.781643	2.005905
C11orf24	8.181491	12.899274	9.268908	13.235593	21.836771	26.170511
LRP5	0.0	0.0	0.192585	0.096247	0.116274	0.0
PPP6R3	10.187202	4.759837	7.601879	1.6878	17.190363	18.781443
GAL	6.441748	12.67726	21.042027	8.249488	25.852261	26.782797
MTL5	0.0	0.0	0.309509	0.116078	0.0	0.432673
CPT1A	0.0	0.0	0.0	0.0	0.0	0.0
MRPL21	116.722755	133.82756	133.27359	154.961853	188.321945	145.617783
IGHMBP2	1.932249	1.209656	3.14441	1.866664	5.128967	5.795549
MRGPRD	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRF	0.680484	0.0	0.0	1.010572	0.059682	0.0
TPCN2	4.55917	7.622583	8.592072	9.660339	11.333645	11.959211
MYEOV	0.0	0.0	0.0	0.0	0.0	0.0
CCND1	7.576066	5.720912	5.265372	8.377211	13.52329	6.99251
ORAOV1	4.858748	3.789458	4.969519	5.711497	10.846578	6.867963
FGF19	0.0	0.0	0.0	0.0	0.0	0.0
FGF4	0.254237	0.0	0.0	0.0	0.0	0.0
FGF3	0.0	0.0	0.0	0.0	0.0	0.0
ANO1	22.319441	21.926373	68.389664	8.126997	3.203795	3.668776
FADD	5.538484	10.521974	6.849247	8.307394	8.623165	9.526932
PPFIA1	34.462841	29.969402	22.206505	12.068042	3.069705	10.595833
MIR548K	0.0	0.074211	0.0	0.0	0.0	0.0
CTTN	0.002224	0.0	0.0	0.0	0.0	0.930023
SHANK2	0.0	0.0	0.0	0.0	0.0	0.0
MIR3664	0.0	0.0	0.0	0.0	0.0	0.0
FLJ42102	0.0	0.0	0.0	0.0	0.0	0.0
DHCR7	0.0	0.0	0.0	0.0	0.0	0.0
NADSYN1	2.559549	7.289806	4.816293	3.436089	8.383609	10.672763
KRTAP5-7	0.0	0.707786	0.0	0.0	0.0	0.0
KRTAP5-8	0.0	0.0	0.0	0.0	0.0	0.0
KRTAP5-9	0.0	0.402163	0.0	0.0	0.0	0.0
KRTAP5-10	0.0	0.0	0.0	0.0	0.0	0.076388
KRTAP5-11	0.0	0.0	0.0	0.0	0.0	0.0
FAM86C1	0.696565	2.8834	1.353337	3.750128	10.499078	2.954442
DEFB108B	0.0	0.0	0.0	0.0	0.0	0.0
LOC100133315	1.426958	0.0	0.0	0.456474	0.215819	0.244598
LOC100129216	0.0	0.0	0.0	0.0	0.0	0.0
RNF121	6.943266	9.012021	7.788096	0.0	15.019165	6.823759
IL18BP	0.0	0.0	0.0	0.004554	0.0	0.0
NUMA1	9.3249	9.893525	15.833134	9.982054	17.474451	42.33242
MIR3165	0.0	0.0	0.0	0.0	0.0	0.0
LRTOMT	0.0	0.0	0.0	0.0	0.0	0.0
LAMTOR1	145.39595	220.477234	218.752151	228.957016	252.846649	279.064178
ANAPC15	45.406445	69.300285	34.252628	64.946777	59.637264	42.84169
FOLR3	1.128773	0.0	0.790608	0.406394	2.094926	0.0
FOLR1	0.292465	0.0	39.48082	66.6828	165.667358	0.0
FOLR2	0.0	0.0	0.166257	0.097295	1.432661	0.0
INPPL1	3.639215	9.75129	9.194282	5.567338	9.424917	13.894501
PHOX2A	0.697419	0.0	0.0	0.06832	0.159752	0.0
CLPB	11.521716	13.999403	10.325447	10.966108	17.102669	16.889645
PDE2A	0.0	0.0	0.0	0.0	0.0	0.0
MIR139	0.0	0.0	0.0	0.0	0.0	0.0
ARAP1	2.253363	0.0	5.470071	0.0	0.0	10.778503
STARD10	9.641588	9.501932	11.172404	9.222476	12.816153	25.877291
MIR4692	0.0	0.0	0.0	0.0	0.0	0.0
ATG16L2	0.197158	0.026331	1.200912	0.099868	0.40553	0.478113
FCHSD2	0.961912	1.528157	0.470653	0.92884	1.182244	0.737862
P2RY2	0.0	0.0	0.0	0.0	0.0	0.0
P2RY6	0.065275	0.0	0.226766	0.0	0.0	0.0
ARHGEF17	0.207621	0.701855	1.049021	0.896046	0.509197	0.490455
RELT	0.0	0.0	0.0	0.0	0.0	0.0
FAM168A	0.924396	0.616479	0.401173	0.581012	0.293477	0.340736
PLEKHB1	0.0	0.0	0.0	0.0	0.0	0.0
RAB6A	1.075486	0.0	0.0	0.0	0.0	0.0
MRPL48	58.513569	91.22538	82.327927	78.756721	10.648712	22.761862
COA4	152.463455	223.711777	190.309525	179.35553	328.215118	262.679321
PAAF1	4.28619	5.189312	0.534583	3.200905	2.09961	0.0
DNAJB13	0.270322	0.0	0.0	0.0	0.0	0.0
UCP2	12.133417	11.956491	9.841374	19.531652	11.460283	14.049307
UCP3	0.0	0.0	0.0	0.0	0.0	0.0
C2CD3	0.358836	0.192814	0.36662	0.716094	0.184015	0.120367
PPME1	25.76372	25.182482	50.805935	48.936012	38.270237	58.989857
P4HA3	0.0	0.0	0.0	0.0	0.0	0.0
PGM2L1	0.893414	0.628457	0.783261	0.350318	0.249076	0.3062
KCNE3	10.630247	2.802227	8.131046	2.084569	0.278368	0.103689
LIPT2	2.302131	1.652503	0.558355	0.594892	1.952982	0.931436
POLD3	11.469232	6.076789	7.409291	9.262432	3.976043	3.695703
CHRDL2	0.047699	0.071253	0.0	0.0	0.0	0.0
MIR4696	0.0	0.0	0.0	0.0	0.0	0.0
RNF169	1.570268	0.397919	0.65001	0.305838	0.484128	0.757049
XRRA1	1.003495	2.445416	3.486109	2.242707	1.88038	1.853667
SPCS2	20.705923	20.870592	19.033607	18.720291	4.538263	6.974191
NEU3	0.656746	0.557793	0.208619	0.521818	1.619387	0.05882
OR2AT4	0.0	0.0	0.0	0.0	0.0	0.0
SLCO2B1	0.0	0.0	0.0	0.0	0.0	0.0
TPBGL	0.0	0.0	0.0	0.0	0.0	0.0
ARRB1	6.500082	0.0	0.791444	0.008296	4.845638	0.160103
MIR326	0.0	4.898266	1.633356	0.0	1.067089	6.894266
RPS3	4000.48291	4990.68457	5098.553711	5126.216797	7705.90332	6598.266602
SNORD15A	0.460597	0.807851	0.55779	2.688583	0.342477	0.0
SNORD15B	3.185078	10.577144	9.073069	6.43986	2.329927	3.959013
KLHL35	0.0	0.0	0.0	0.0	0.0	0.393001
GDPD5	7.330062	3.397912	3.236929	2.486099	3.280413	3.139659
SERPINH1	40.379818	30.750479	8.593163	1.234614	4.19711	1.003825
MAP6	1.050066	0.0	0.0	0.0	0.0	0.0
MOGAT2	0.0	0.0	0.0	0.0	0.0	0.0
DGAT2	2.291209	0.121903	0.0	0.09449	0.0	0.0
UVRAG	2.653569	3.78414	1.525502	3.232406	3.067676	1.610618
WNT11	5.876823	7.09625	5.002177	6.946277	12.32075	9.499623
PRKRIR	33.588409	13.617118	15.926451	31.535643	4.781468	7.283493
C11orf30	2.342065	1.447272	1.971512	2.906936	1.032474	0.865938
LRRC32	3.323917	1.773133	0.154932	0.0	0.264673	0.389999
GUCY2EP	0.0	0.0	0.0	0.0	0.0	0.0
TSKU	11.467198	11.001999	12.795161	10.82758	11.863901	15.333291
ACER3	7.200976	3.385783	5.736934	6.087697	0.967793	2.118421
B3GNT6	0.0	0.0	0.0	0.0	0.0	0.0
CAPN5	3.439775	3.202083	2.402221	0.448018	3.788188	0.966993
OMP	0.0	0.0	0.0	0.0	0.0	0.0
MYO7A	0.161003	0.390227	0.022897	0.0	1.171346	0.265355
GDPD4	0.067775	0.0	0.096807	0.0	0.0	0.0
PAK1	6.801152	3.347641	1.100575	0.31524	0.22816	0.307211
AQP11	2.58923	0.596328	0.066568	1.328303	1.846177	0.224143
CLNS1A	143.991058	102.211151	95.814919	133.162827	23.108894	33.200565
RSF1	6.7196	4.153511	3.297816	3.467643	2.33309	2.233022
AAMDC	7.588911	7.246787	2.865661	11.638664	4.26228	3.554743
INTS4	9.945934	15.105029	13.228131	9.928597	10.923819	14.433425
KCTD14	0.0	0.0	0.0	0.0	0.0	0.0
NDUFC2-KCTD14	5.3222	2.848813	8.751343	9.249554	0.0	0.683459
THRSP	0.693974	0.403268	0.483891	0.829062	0.0	0.0
NDUFC2	0.0	0.0	0.0	0.0	0.0	0.0
ALG8	0.734973	0.0	9.915202	4.741025	0.72985	0.0
KCTD21	1.858755	1.122708	1.603996	0.730292	0.882549	1.030499
USP35	2.523266	0.890293	3.42348	0.130662	0.445522	0.769508
GAB2	0.0	0.0	0.030113	0.0	0.0	0.010991
NARS2	0.0	0.0	0.0	0.0	0.044126	0.0
TENM4	0.0	0.086485	0.0	0.0	0.0	0.0
MIR708	0.0	0.0	0.0	0.0	0.0	0.0
MIR4300	0.0	0.0	0.0	0.0	0.0	0.0
FAM181B	0.058328	0.0	0.0	0.0	0.0	0.086855
PRCP	16.174574	6.684984	10.111518	0.0	0.0	0.0
C11orf82	6.071952	4.47611	2.864726	8.915952	0.936153	2.039636
RAB30	4.441044	3.31042	2.889084	0.28867	0.816411	0.521034
SNORA70E	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506233	6.31355	6.994644	1.314353	2.710636	0.894695	2.32393
PCF11	22.989147	5.582364	15.741205	8.108835	1.006052	4.310199
ANKRD42	0.065411	0.41243	0.037294	0.8136	0.253576	0.0
CCDC90B	32.854183	14.708309	8.932404	11.442484	5.324117	6.395848
DLG2	0.0	0.0	0.0	0.0	0.0	0.0
TMEM126B	0.21745	1.188993	2.229711	0.096833	0.365285	0.402363
TMEM126A	0.032509	1.088576	0.041849	7.0148	1.190304	0.0
CREBZF	2.113821	0.334016	0.244803	0.17604	0.319175	0.897774
CCDC89	0.0	0.0	0.0	0.0	0.0	0.0
SYTL2	0.0	0.0	0.0	0.0	0.0	0.0
CCDC83	0.0	0.0	0.0	0.0	0.0	0.0
PICALM	14.548891	6.817024	13.083642	9.799804	2.56053	6.155159
EED	18.14929	10.921454	9.05687	8.863961	0.290247	3.25969
C11orf73	50.59531	44.759789	39.472477	44.264503	37.122326	35.167492
CCDC81	0.0	0.995877	0.0	0.201683	0.950303	0.225467
ME3	0.0	0.0	0.0	0.0	0.0	0.0
PRSS23	3.093915	3.487665	2.659071	4.954916	1.412406	1.152538
OR7E2P	0.0	0.0	0.0	0.0	0.0	0.0
FZD4	2.69621	0.839683	1.537072	1.863089	0.830137	0.567406
LOC100506368	0.0	0.0	0.502631	0.0	0.0	0.0
TMEM135	0.031056	0.015764	0.0	0.0	0.0	0.450073
RAB38	3.097942	1.385609	0.098165	0.194627	0.0	0.546467
CTSC	144.67363	126.958656	146.042847	103.631073	62.421692	60.072083
GRM5	0.0	0.0	0.0	0.0	0.0	0.0
TYR	0.0	0.0	0.0	0.0	0.0	0.278741
NOX4	0.0	0.0	0.0	0.0	0.0	0.0
FOLH1B	0.0	0.0	0.0	0.0	0.0	0.0
TRIM77	0.0	0.0	0.140955	0.0	0.0	0.0
TRIM49	0.0	0.0	0.0	0.0	0.0	0.0
TRIM53AP	1.748396	0.0	0.0	0.0	0.0	0.0
TRIM64B	0.0	0.0	0.0	0.0	0.0	0.0
TRIM49D2P	0.0	0.0	0.0	0.0	0.0	0.0
TRIM49D1	0.0	0.0	0.0	0.0	0.0	0.0
TRIM64	0.0	0.0	0.0	0.0	0.0	0.0
TRIM49C	0.0	0.0	0.0	0.0	0.0	0.0
UBTFL1	0.0	0.0	0.0	0.0	0.0	0.0
NAALAD2	1.878522	1.460434	0.059194	2.265242	0.650539	0.12583
CHORDC1	0.0	0.0	0.0	0.0	0.0	0.0
MIR4490	0.0	0.0	0.0	0.0	0.0	0.0
FAT3	0.048783	0.0	0.0	0.0	0.0	0.009742
MTNR1B	0.0	0.0	0.0	0.0	0.0	0.0
SLC36A4	2.510925	0.239415	0.339063	0.392729	0.161184	0.588891
CCDC67	0.0	0.0	0.0	0.0	0.0	0.0
SMCO4	8.829939	4.219354	0.918038	0.238106	0.0	0.574269
KIAA1731	4.601839	1.980297	1.564062	3.705607	0.526765	1.074241
SCARNA9	0.0	0.0	0.0	0.0	0.0	0.0
SNORA25	28.285082	7.441829	7.273179	11.136309	2.625997	5.720989
SNORA32	15.598677	3.007824	1.898312	2.590137	2.779143	6.550996
SNORD6	4.965707	3.024414	0.812825	0.464306	0.898129	0.0
SNORA1	6.870279	1.309664	2.032076	3.342694	0.670792	2.039119
SNORA8	29.853153	18.589743	15.117097	36.47641	6.101068	8.698192
SNORD5	6.459374	1.7099	3.047971	2.830359	1.623307	0.0
SNORA18	66.07309	36.299747	16.465988	50.232983	6.370933	18.122995
MIR1304	31.901302	34.002911	26.75325	50.313423	6.971442	11.872364
SNORA40	8.078736	2.914677	1.763487	3.952085	1.90971	0.402185
TAF1D	111.782173	52.116081	27.322744	52.129597	30.775238	37.493496
C11orf54	6.83646	3.897497	2.348305	3.303836	1.536085	3.088022
MED17	17.569632	6.444518	10.745289	10.57833	2.94048	5.348414
VSTM5	0.0	0.0	0.0	0.0	0.0	0.0
HEPHL1	0.0	0.0	0.0	0.0	0.0	0.0
PANX1	5.491897	7.007508	8.418933	6.208751	1.698063	1.787356
FOLR4	0.0	0.0	0.0	0.0	0.0	0.512604
GPR83	0.049889	0.0	0.0	0.0	0.116462	0.035181
MRE11A	0.182538	1.553265	0.48126	1.603855	0.0	0.0
ANKRD49	8.45481	4.303479	3.414224	5.215826	2.475899	2.061833
LOC643037	0.0	0.0	0.0	0.0	0.0	0.0
FUT4	3.348632	3.331726	4.29192	7.766301	4.125305	3.840495
PIWIL4	2.148524	0.200927	0.0	2.188436	0.587952	0.097821
AMOTL1	5.175922	3.64779	2.040735	1.021037	0.616181	2.789886
CWC15	67.912025	51.019196	45.538036	65.134911	7.887193	17.509604
KDM4D	0.328129	0.474547	0.575342	0.272772	0.314321	0.0
KDM4E	0.119176	0.0	0.0	0.0	0.0	0.0
SRSF8	7.669084	5.390234	4.172593	9.102347	2.644464	3.281394
ENDOD1	1.958914	1.784997	1.533929	1.847331	0.326918	0.678237
SESN3	2.206554	2.15705	1.312177	4.515708	0.0	0.077417
FAM76B	6.232233	1.90234	2.538594	3.088557	1.146318	2.082019
CEP57	7.552428	0.0	1.173736	4.065084	0.0	0.40086
MTMR2	0.558048	0.181463	2.095136	0.04249	1.097261	7.992053
MAML2	0.0	0.0	0.412607	0.0	0.0	0.0
MIR1260B	0.0	0.0	0.0	0.0	0.0	0.0
CCDC82	5.786386	1.343649	0.994112	1.697879	0.167331	0.946142
JRKL	0.249327	0.911619	0.132107	0.467948	0.150071	0.243588
CNTN5	0.0	0.0	0.0	0.049436	0.0	0.0
ARHGAP42	7.53251	4.434444	8.443557	1.981828	0.423788	0.490899
TMEM133	2.56586	1.826155	2.611284	3.571103	0.272215	1.016853
PGR	0.0	0.0	0.0	0.0	0.0	0.0
TRPC6	0.0	0.0	0.0	0.0	0.0	0.0
MIR3920	0.0	0.0	0.0	0.0	0.0	0.0
ANGPTL5	0.249918	0.0	0.0	0.146272	0.0	0.0
KIAA1377	0.77405	0.106202	0.081235	0.024128	0.067634	0.014413
C11orf70	0.419713	0.0	0.161369	0.79104	0.0	0.237069
YAP1	0.0	22.127821	15.984214	11.528689	3.128286	5.235645
BIRC3	0.083484	0.0	0.107435	0.066838	0.0	0.0
BIRC2	14.777778	6.157236	5.229398	8.09583	2.133332	4.067324
TMEM123	40.751068	7.057822	5.94661	3.836668	1.684091	4.431119
MMP7	0.0	0.0	0.0	0.0	0.0	0.0
MMP20	0.0	0.0	0.0	0.0	0.0	0.0
MMP27	0.0	0.0	0.0	0.0	0.0	0.0
MMP8	0.0	0.0	0.0	0.0	0.0	0.0
MMP10	0.0	0.0	0.0	0.0	0.0	0.0
WTAPP1	0.0	0.0	0.0	0.0	0.0	0.0
MMP1	0.0	0.0	0.0	0.0	0.0	0.0
MMP3	0.0	0.0	0.0	0.0	0.0	0.0
MMP12	0.0	0.0	0.0	0.0	0.0	0.0
MMP13	0.0	0.0	0.0	0.0	0.0	0.0
DCUN1D5	6.65763	4.748655	3.490814	3.791139	1.675978	2.708482
DYNC2H1	0.331865	0.012987	0.428187	0.107103	0.0	0.066831
MIR4693	0.0	0.0	0.0	0.0	0.0	0.0
PDGFD	0.0	0.0	0.0	0.0	0.0	0.0
DDI1	0.0	0.0	0.0	0.0	0.0	0.0
CASP12	0.0	0.0	0.0	0.0	0.0	0.0
LOC643733	0.0	0.0	0.0	0.0	0.0	0.0
CASP4	0.0	0.0	1.732594	0.0	0.286719	0.0
CASP5	0.0	0.0	0.0	0.0	0.0	0.0
CASP1	0.0	0.0	0.0	0.0	0.0	0.0
CARD16	0.0	0.0	0.0	0.0	0.0	0.0
CARD17	0.0	0.0	0.0	0.0	0.0	0.0
CARD18	0.0	0.54129	0.649143	0.0	0.0	0.0
GRIA4	0.0	0.0	0.0	0.0	0.0	0.0
MSANTD4	0.237972	1.135415	0.314672	0.832729	0.365657	0.118648
KBTBD3	0.004125	0.0	0.0	0.0	0.0	0.009145
AASDHPPT	26.914768	9.319234	5.845252	11.799312	3.743881	7.032279
GUCY1A2	0.0	0.0	0.0	0.0	0.0	0.0
CWF19L2	6.564149	2.57793	3.369537	4.831529	0.330981	1.576374
ALKBH8	1.010875	1.385943	0.745255	2.254062	0.33087	0.586998
ELMOD1	0.067498	0.0	0.0	0.0	0.0	0.0
LOC643923	0.0	0.245028	0.298707	0.0	0.0	0.0
SLN	0.0	0.0	0.0	0.0	0.0	0.0
SLC35F2	16.289793	13.163852	11.983984	15.145309	13.520062	9.877289
RAB39A	0.0	0.262283	0.479513	0.222252	0.929467	0.768096
CUL5	4.498531	1.765622	1.623841	2.469737	1.69582	2.295377
ACAT1	38.294186	33.163948	36.57877	45.699322	6.29108	8.844616
NPAT	3.924896	3.437448	4.058122	3.627167	0.5691	0.677516
ATM	1.487689	0.645104	0.283036	1.585949	0.306618	0.256525
C11orf65	0.517838	0.0	0.0	0.0	0.0	0.0
KDELC2	5.289043	2.852718	1.798976	4.349189	0.799596	1.238209
EXPH5	2.935187	1.753561	2.230249	3.2382	0.406236	0.715223
DDX10	22.440983	10.912027	19.404337	18.298906	1.697424	5.531219
C11orf87	0.0	0.0	0.0	0.0	0.0	0.0
ZC3H12C	0.528918	0.0	0.244624	0.31611	0.014543	0.061667
RDX	38.359116	15.758168	18.199448	10.606084	4.792459	6.76143
FDX1	8.020334	5.325227	4.554655	6.795644	2.659274	2.268561
ARHGAP20	0.180791	0.0	0.0	0.0	0.0	0.0
C11orf53	0.0	0.22752	0.0	0.0	0.0	0.0
C11orf92	0.0	0.0	0.0	0.0	0.0	0.0
C11orf93	0.0	0.161759	0.0	0.0	0.0	0.0
MIR4491	0.0	0.0	0.0	0.0	0.0	0.0
POU2AF1	0.0	0.095776	0.0	0.0	0.0	0.0
BTG4	0.0	0.0	0.0	0.445055	0.205935	0.294873
MIR34B	0.0	0.0	0.0	0.0	0.0	0.0
MIR34C	0.0	0.0	0.0	0.0	0.0	0.0
C11orf88	0.0	0.0	0.0	0.0	1.464609	2.589822
LAYN	0.25997	3.666602	2.419391	4.552041	6.87314	1.882694
SIK2	1.039908	0.143188	0.073974	0.366588	0.830645	0.26896
PPP2R1B	0.653265	0.76675	1.152583	0.0	0.0	0.14526
ALG9	1.136529	0.0	1.029678	1.159082	0.36478	0.573204
FDXACB1	0.274451	0.92062	0.550762	0.637702	0.175629	0.678814
C11orf1	4.95259	5.294785	7.593825	4.979127	1.772002	4.384234
CRYAB	0.681137	0.507316	2.512161	0.66387	0.0	0.0
HSPB2	0.0	0.0	0.0	0.0	0.32403	0.0
HSPB2-C11orf52	3.444611	3.568322	0.0	0.0	0.0	2.854644
C11orf52	0.0	0.0	4.739818	6.56382	8.09878	0.0
DIXDC1	0.0	0.0	0.193396	0.0	0.0	0.02742
DLAT	50.020737	19.165955	12.065784	20.043362	6.387728	8.507206
PIH1D2	1.885784	0.0	0.0	0.734407	0.0	0.0
