gene_id	C4_e1_c1_count	C4_e1_c2_count	C4_e1_c3_count	C4_e1_c4_count	C4_e2_c1_count	C4_e2_c2_count	C4_e2_c3_count	C4_e2_c4_count	C4_e3_c1_count	C4_e3_c2_count	C4_e3_c3_count	C4_e3_c4_count	C8_e1_c1_count	C8_e1_c2_count	C8_e1_c3_count	C8_e1_c4_count	C8_e1_c5_count	C8_e1_c6_count	C8_e1_c7_count	C8_e1_c8_count	C8_e2_c1_count	C8_e2_c2_count	C8_e2_c3_count	C8_e2_c4_count	C8_e2_c5_count	C8_e2_c6_count	C8_e2_c7_count	C8_e2_c8_count
Mir125b-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10324	1183	107	15	923	24	125	481	485	47	218	219	146	6	79	150	622	373	393	345	523	0	145	16	93	40	313	36	0
Bdkrb1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bdkrb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl22l1	774	819	699	403	912	1372	2151	487	1514	2134	496	547	923	994	1436	1268	1044	1626	477	1207	910	1050	699	776	327	916	774	1505
Prpsap1	4216	6118	8808	4181	4629	1338	4568	5258	8568	4768	2367	4754	2798	2571	2222	3866	986	3385	2517	4310	6391	10054	4930	5079	2415	8078	1559	2752
Prpsap2	207	1623	2470	216	669	886	1320	1508	1323	498	441	1232	3530	4855	2039	2224	1726	1764	4587	1516	1793	2090	1923	2075	3595	3826	2130	1423
Fam185a	0	0	0	0	196	0	509	0	154	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipal4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Napepld	499	1271	294	56	31	0	340	98	0	4	18	0	0	0	280	11	24	0	886	0	49	14	0	170	0	73	44	1233
Tpsab1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930479M11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC017158	0	0	0	0	119	307	94	0	83	76	110	4	0	0	0	0	0	0	0	0	0	125	23	83	0	0	0	0
Clvs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clvs2	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610040F04Rik	0	0	0	0	0	157	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
Nckap1l	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D730001G18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex19.1	1368	2585	986	1611	2147	2504	167	812	4497	6565	1191	4746	1791	1324	1365	3246	2558	1300	8571	12246	18403	9504	4673	6665	22106	4764	5083	2368
Tex19.2	18	0	0	0	0	0	0	0	0	372	69	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	5
Rgr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2b9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2ql1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rev1	569	438	74	164	394	389	499	697	0	839	395	749	0	0	767	0	73	0	0	0	4	427	328	273	12	165	179	0
Rgn	0	511	0	109	466	0	916	0	1613	911	519	30	4	0	4	4	146	148	694	378	1117	148	0	8	1242	0	602	4
Dach1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Dach2	0	0	0	26	0	0	10	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001G11Rik	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snip1	0	2570	2330	258	1365	1152	838	2260	1388	606	632	2851	657	2209	423	1551	1143	922	612	1193	2755	1192	2539	761	4	550	1190	2439
4922502D21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdc1	2238	0	5	266	1349	596	793	236	7	0	102	16	1590	0	0	0	241	562	0	10	0	262	1449	906	1750	116	316	331
Sdc2	4	4	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdc3	0	0	0	0	523	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	124	0	0	0
Sdc4	7	0	20	5	21	19	0	0	0	0	0	0	2814	1159	582	1134	103	398	4314	1971	625	305	1222	805	255	1610	638	536
Olfr1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk14	1122	1866	301	30	161	267	437	342	640	0	490	1357	323	45	28	14	4	9	1440	888	50	689	176	355	368	26	0	0
Mapk15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
Mapk10	0	0	0	0	0	0	0	0	0	0	0	0	46	0	28	0	0	272	0	0	0	0	0	0	0	227	0	0
Mapk11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
Mapk12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Mapk13	9	263	309	314	12	6	0	0	274	350	245	0	0	0	0	0	64	686	810	0	853	537	211	449	0	411	218	910
Treh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa38	1920	2899	2124	2613	3354	1934	3470	2763	4659	4546	1892	3758	7686	7016	5209	4108	2775	1978	4775	6445	2398	3817	4048	3027	1617	2594	2543	1336
Naa35	1310	1438	1769	1392	1230	825	2671	396	4474	154	1221	418	2295	945	1901	3271	1886	1464	2150	598	4967	1667	204	2733	736	2337	1801	1795
Naa30	303	1167	212	689	2873	1345	186	2261	1235	1223	529	2243	39	230	441	0	227	0	12	547	1003	274	450	40	586	0	0	12
2810408M09Rik	525	60	140	43	159	63	94	40	1217	254	204	35	50	388	210	691	388	581	62	920	4	536	1871	1034	60	1418	195	641
4930440C22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0
Nkd1	562	0	0	0	0	0	118	9	0	0	0	0	917	0	0	0	15	4	1720	4	0	183	0	0	0	0	0	0
Adam7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Nkd2	125	0	0	0	0	0	0	0	0	0	0	0	0	10	38	665	0	0	319	0	0	78	0	0	0	0	0	0
Adam2	0	13	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Adam3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	481	0	0	0	0	0
Adam9	0	0	0	0	0	100	91	0	612	0	0	0	198	0	36	56	0	35	0	0	0	114	0	421	111	683	0	0
Serpina1b	37	35	5	53	0	0	0	0	0	0	0	0	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpina1c	19	18	19	0	0	0	0	0	0	0	0	0	29	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xirp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aatf	2258	2161	1890	2323	2936	1352	1138	1085	3947	1514	890	2796	5517	3672	1763	2859	1392	2887	1955	3292	2834	2853	2994	2160	1371	3510	1960	1504
Serpina1d	8	16	19	16	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpina1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnm1l	2021	0	290	234	134	823	405	1146	2172	57	649	1973	1633	1888	1192	338	417	563	2172	24	3211	309	529	1304	216	1565	438	2743
Lrcol1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	19	0	0	0	0
Serpina12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Serpina10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpina11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif3b	0	5	0	0	0	2	59	204	0	0	73	0	0	0	0	11	0	0	0	449	4	105	203	0	323	27	0	0
Pde12	1066	294	0	7	497	212	830	1076	0	0	250	171	20	0	524	921	630	640	0	0	0	697	1275	656	930	0	0	889
Mir721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif3c	1329	3923	1605	1960	475	683	0	1918	447	1549	547	682	0	0	0	0	555	952	0	4	809	450	54	379	168	263	203	292
4930568G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascc2	801	44	1286	1392	640	550	599	524	2506	1776	381	673	76	755	2068	1927	721	1408	2655	1548	2281	4055	1500	1230	524	1912	623	503
Mir18b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glp2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif24	52	0	0	307	49	13	23	17	0	260	78	0	0	7	0	0	100	0	0	0	263	0	0	14	0	0	0	0
Kif27	0	0	0	0	77	17	0	0	0	329	4	0	0	0	0	0	0	0	0	0	0	148	4	4	0	0	164	0
Kif23	834	6348	3106	1640	2665	2764	2746	1003	7797	2251	1892	3991	3784	8382	3605	5446	4039	4682	3605	4949	7929	8708	7229	7072	4672	10487	5514	8089
Kif22	12187	12834	10016	9060	7118	6027	7765	3604	9235	4346	2921	6715	8667	9652	6203	8426	4622	7490	14689	9299	21896	15450	5112	8065	15959	12482	9565	11936
Adipoq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mir182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stmnd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpca	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif2a	108	1434	335	1637	615	1233	1210	1036	1368	64	868	1992	654	1544	344	257	208	316	95	407	208	445	237	107	156	405	38	965
Kif2c	4453	3378	7109	1541	2665	1465	1302	4895	3941	5709	1194	1821	394	1719	79	470	4	817	2751	69	2381	2377	1120	3333	157	2752	2206	902
Kif2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megf10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megf11	559	0	0	0	380	0	123	0	745	287	0	541	0	0	50	0	0	0	0	0	0	0	0	46	0	20	0	0
Ech1	319	0	4	8	0	0	0	0	129	0	0	0	0	0	20	0	150	0	0	0	0	0	0	0	0	225	4	0
B930041F14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult4a1	0	0	0	0	0	0	126	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sra1	26	179	980	473	275	830	451	301	491	205	210	1601	1159	1295	1069	2455	1641	4290	1857	3135	147	565	457	392	129	107	300	397
Oxsr1	181	71	142	37	124	101	37	0	653	237	45	64	764	135	2	313	151	492	0	257	318	633	102	61	242	196	12	345
Olfr430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deb1	1973	2134	2425	1423	1785	1469	3670	2822	2819	2244	1787	2031	1019	2070	688	740	707	1598	1068	1856	542	1310	2119	1230	720	1140	674	762
Eqtn	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	5	0
Ranbp3l	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acyp1	316	756	398	0	0	4	794	0	255	0	91	140	237	798	671	366	140	316	438	603	0	107	0	55	0	0	110	4
Tuba8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acyp2	0	0	0	0	54	0	0	0	0	199	0	0	0	172	57	299	106	6	319	0	0	4	96	62	341	173	43	303
Kbtbd4	1117	1274	252	1086	136	145	893	0	0	0	441	830	707	1957	247	418	364	4	185	1490	871	529	443	375	4	205	3	0
A530058N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam20a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam20b	672	0	1405	4	406	138	0	52	114	245	98	573	46	132	0	73	0	0	632	484	953	586	155	201	0	1032	239	0
Fam20c	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbpms2	963	470	2329	2107	3610	2275	1678	702	1209	3497	1051	1648	3083	7859	7779	4732	2753	869	8174	6147	9456	12517	6114	7016	4758	7579	6147	3629
Spag8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag9	28	494	0	38	70	449	0	0	1249	4	86	556	1116	61	68	269	432	2531	885	104	531	442	584	729	359	474	472	736
Spag6	0	0	140	0	4	0	0	0	285	0	0	0	0	0	16	0	99	0	358	130	23	0	0	0	0	0	0	0
Spag7	825	1325	59	1924	1537	1012	1780	1545	1740	2417	1226	2406	286	3614	1729	3470	1766	5398	3681	3652	1274	1638	1617	2635	1910	958	1365	1189
Spag4	0	0	0	0	3	0	0	0	0	252	25	0	0	0	0	5	146	3	1920	642	0	290	161	0	270	21	14	0
Spag5	39	417	39	959	713	23	4	98	31	597	227	1114	678	0	455	0	321	186	192	1807	288	0	0	255	0	631	216	18
Spag1	990	269	465	449	2	285	250	180	245	0	137	623	0	0	0	0	17	69	0	1009	575	66	0	0	0	13	13	0
Olfr437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpc2	0	0	38	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
Gpc3	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	1	0	4	0	230	0	195	0	530	0	4
Gpc4	215	112	16	21	0	0	0	0	25	4	0	0	57	1061	224	56	0	0	13	0	820	749	139	716	348	1588	508	1488
Gpc5	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr137b-ps	579	10	704	1024	1352	470	1230	1757	1078	5	717	1361	1150	3567	4998	4396	2806	4937	4831	5190	3777	5791	3764	4587	1718	4393	2032	2064
Prkar2a	51	0	0	0	561	349	374	0	1958	0	307	99	0	57	375	194	380	80	286	13	52	106	119	114	0	411	101	0
Tarbp2	880	624	143	208	1016	1806	2508	354	3788	1680	1223	1307	1013	3107	2533	3211	2563	1028	2251	1378	1197	2290	1309	2689	3594	2625	1379	476
Prkar2b	53	168	0	276	0	4	0	12	504	1167	44	382	0	0	0	0	0	0	0	0	0	171	0	191	0	0	0	0
Nr1h4	0	0	0	0	0	0	0	0	0	0	0	0	5	206	0	0	0	0	0	0	0	155	0	0	0	0	0	131
Nr1h5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fn3k	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr1h2	927	2369	1898	895	251	235	941	664	1747	1805	698	1488	2535	2276	631	1356	3026	3825	6838	1270	5280	5104	4070	3192	3016	3278	2682	1530
Nr1h3	133	0	163	500	0	240	662	352	0	0	0	394	68	301	282	255	5	969	135	8	561	149	586	307	29	197	106	893
Znfx1	985	0	0	0	0	175	0	0	0	740	0	0	0	5	0	0	0	0	47	0	0	0	0	0	0	0	0	0
H6pd	16	0	6	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acbd3	369	34	0	55	837	89	1144	66	1768	427	122	17	409	332	248	255	169	1720	770	1729	1144	371	0	248	154	0	20	237
Acbd7	16	0	135	174	83	57	227	0	386	8	132	169	0	0	96	0	0	0	0	221	0	88	0	0	0	0	73	0
Acbd6	0	477	214	174	8	80	380	0	453	227	805	135	186	1776	621	2067	31	8	319	372	1218	2044	1887	1925	2485	1186	1668	353
Acbd5	2347	2610	1544	1017	2386	1006	2707	114	4337	1711	1393	3066	476	507	707	297	328	436	1125	497	460	1053	244	576	1012	343	535	1725
Acbd4	0	0	0	0	16	105	0	0	0	0	0	0	23	0	209	0	0	0	1090	0	0	0	0	149	0	429	93	0
Tacstd2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3089	3	0	0	8	3	0	0
Amacr	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnu73b	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
8430437L04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lypla1	3592	2619	703	1431	4464	2878	2762	2491	3620	1366	1697	2587	3999	3990	6483	2270	2265	6583	3436	8275	4874	5375	4674	5167	2647	5385	3622	1876
Lypla2	241	0	28	43	5	394	0	36	183	106	0	4	581	704	482	1040	53	0	2266	1059	0	0	318	299	0	578	216	0
Gm13752	0	0	0	0	0	0	0	0	0	0	0	0	0	287	6	0	18	379	8	0	218	0	0	74	0	0	0	0
Dtnbp1	0	58	116	275	490	187	185	972	1005	392	454	485	448	5	269	160	787	628	145	613	117	532	259	247	150	557	634	222
Enox1	131	0	530	0	24	0	0	0	197	0	52	0	0	0	0	0	0	0	376	0	681	381	381	287	0	0	0	0
Olfr980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enox2	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0
Olfr985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp36	2526	919	392	1020	1538	914	1325	370	3769	1981	935	1039	1174	1884	1387	1130	982	2000	2127	2550	2522	1419	649	840	2124	606	2897	2398
Olfr986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2f6	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	210	0	0	0	0
Fam58b	820	2363	803	1246	2030	1020	1570	1567	1021	3447	368	1649	0	0	476	621	515	367	12	4	1957	1150	391	335	1103	1010	474	512
Tmem255a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr2f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	11	4	13	481	0	0	0	614	0	161	0
Tenm3	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	470	236	0	4	0	0	0	0	0	0	0	0	0
Tenm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tenm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tenm4	0	0	0	0	0	0	0	0	0	0	0	0	0	116	79	0	0	0	0	0	0	0	0	0	330	0	4	0
Cpsf3l	2656	383	1052	1367	2680	1826	1880	2461	4748	3613	834	3953	3173	5307	895	2192	780	1261	7864	937	1432	1656	1621	1421	612	2083	1244	2174
Ppp1r15a	4922	3335	2711	657	550	225	969	729	653	1282	340	2227	493	0	385	536	742	263	11	1290	9	1362	824	218	2194	675	12	215
AI662270	154	207	0	108	0	52	0	343	0	0	204	0	0	0	100	32	0	0	0	0	0	0	0	0	0	0	0	0
Tsn	1144	1110	427	988	1267	1274	3022	1885	2814	4425	3171	4936	3010	5118	2120	3724	1247	3804	1602	3986	4995	3226	3445	2351	2731	2429	2303	1733
Gm5662	4533	83	384	4535	0	0	27	0	91	1574	304	0	0	5	24	0	0	0	0	0	0	0	0	0	0	0	13	237
Ssh2	0	0	415	0	0	0	531	0	4	0	46	15	351	0	193	16	98	0	0	0	76	0	0	3	138	74	205	0
Ssh3	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Tsx	0	379	146	0	181	134	249	37	228	444	225	202	0	0	182	0	0	0	0	399	0	0	0	66	0	0	0	0
Ssh1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tst	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cinp	1047	3308	920	4709	3196	1856	2924	2130	3329	2527	2048	2778	2237	4212	2655	2608	651	1953	1462	5961	1360	3001	2626	1551	4717	2335	1480	2270
1700094J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprcap	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0
Coa6	746	232	1204	294	200	526	989	605	1027	1455	337	659	9	404	892	775	566	3601	1721	2103	320	279	1788	590	304	1034	549	1083
Hmgcl	60	870	2900	1492	1017	454	1775	730	3031	1059	927	121	0	583	337	548	479	830	115	937	786	911	232	766	15	1764	169	10
Setmar	0	0	0	0	0	0	0	0	0	70	0	0	0	0	58	0	0	0	0	0	611	0	0	79	0	0	0	0
Hmgcr	177	0	0	0	772	365	4	0	678	2173	0	0	99	0	0	527	0	34	57	12	75	304	169	331	0	103	457	0
Heph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Get4	1267	405	416	2199	1026	1367	777	638	3165	1033	942	2272	1827	4453	2422	5217	3798	5089	5728	1684	2958	6064	5569	5576	935	2793	2277	1506
Cd28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	154	0	261	0	0
Cd22	0	0	0	0	0	0	0	0	0	0	0	0	76	0	581	578	447	0	545	8	0	782	364	112	236	191	176	667
Cd27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
