gene_symbol	ICM_1_FPKM	ICM_2_FPKM	ICM_3_FPKM	ICM_4_FPKM	TE_1_FPKM	TE_2_FPKM	TE_3_FPKM	TE_4_FPKM
Serpinf2	0.195674	0.0	0.0	0.431674	0.599892	1.156792	0.089852	0.0
Wdr81	15.65403	6.685716	4.013006	6.232738	8.176825	11.643183	4.336785	6.374493
Mir22hg	0.782405	0.862892	1.433989	1.403795	3.468707	1.489486	2.211179	1.513748
Mir22	4.308857	0.0	0.167352	0.160631	8.672057	0.108098	0.539166	0.132945
Tlcd2	0.574476	1.117554	0.320188	0.09924	0.970379	0.0	0.581735	0.0
Prpf8	197.388504	189.78299	155.010193	161.826981	176.133408	170.846191	135.10405	146.595062
Rilp	5.08074	0.816444	0.0	0.0	1.080808	0.188799	0.647068	1.45476
Scarf1	0.0	0.0	0.0	0.0	0.027965	0.231921	0.0	0.081432
Slc43a2	0.0	0.0	0.0	0.0	0.0	0.0	0.10713	0.393154
Mir3971	0.0	0.0	0.0	0.0	0.211239	0.0	0.0	0.0
Pitpna	56.620056	58.933147	42.75246	44.624039	46.960781	54.182236	42.113598	44.51963
Inpp5k	18.429344	18.000782	9.484188	11.763871	8.918947	10.767614	8.236251	8.451882
Myo1c	0.0	8.307393	7.778192	7.551148	16.16316	0.0	8.673177	9.64397
Crk	27.223104	37.103603	35.16634	36.325291	26.683922	19.314573	37.393955	33.764248
Ywhae	794.871338	845.378235	977.270874	973.435486	660.739807	1060.370605	794.291138	833.19281
Doc2b	0.0	0.0	0.0	0.0	0.08013	0.0	0.0	0.0
Rph3al	0.06757	0.251457	0.0	0.0	0.0	0.0	0.0	0.313558
1700016K19Rik	17.72991	52.72258	16.203461	26.036339	20.329346	48.177666	33.502117	28.254923
Fam101b	41.824402	56.624367	42.989265	40.89864	77.436958	105.014023	82.317223	78.834175
Vps53	29.856752	31.619967	22.840269	26.0828	28.560383	27.344618	22.944756	26.993774
Fam57a	4.02943	8.28134	15.892623	12.98104	4.674011	0.620887	4.946033	5.709667
Gemin4	8.774293	7.646697	8.512802	6.30758	7.386054	6.435969	5.649804	6.634643
Dbil5	0.0	0.407142	0.0	0.370811	1.303529	0.0	0.560836	0.805438
Glod4	34.510159	40.784874	33.257523	39.413582	25.2138	26.84247	32.971813	33.418255
Rnmtl1	7.987515	5.333618	8.262339	4.678605	9.096633	20.619814	7.248249	4.040115
Nxn	1.834363	3.370602	0.258091	0.522457	1.031985	0.411317	1.044264	0.795924
Timm22	8.306877	5.204278	5.037213	11.178587	9.540701	8.085272	10.023604	10.057839
Abr	18.068918	9.554872	21.653275	19.770573	7.542914	19.152031	8.05106	17.503153
Bhlha9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064858
Tusc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gosr1	7.418764	6.6348	10.11263	10.230995	7.541333	9.556335	7.692178	8.05324
Cpd	3.439633	3.919801	5.238866	5.822929	6.845152	3.665236	5.636064	6.642611
Tmigd1	0.0	0.0	0.0	0.568976	0.0	0.0	0.249772	0.573088
Blmh	41.048058	45.494648	43.156239	44.009182	30.515903	19.850145	38.837791	37.297371
Slc6a4	0.0	0.339698	0.697085	0.0	0.315936	0.0	0.109871	0.156677
Ccdc55	35.814178	34.459629	45.6964	35.911362	31.777365	34.689114	38.13298	34.255623
Mir423	0.0	0.0	0.069099	0.01553	2.348436	0.0	0.072277	0.103249
Efcab5	0.0	0.0	0.377807	0.26698	0.055269	0.0	0.320249	0.356765
Ssh2	2.462242	5.814019	2.542386	5.241302	4.660223	5.061687	4.279881	4.94015
Coro6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ankrd13b	0.128465	1.650535	0.05641	0.268941	0.429542	0.434575	0.317603	0.262031
Git1	30.979233	19.894909	10.552491	10.52688	30.828915	30.131996	16.476353	21.182386
Trp53i13	0.492383	0.993329	0.261276	0.105089	1.110098	1.715396	0.483815	0.297214
Abhd15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084332
Taok1	39.806671	28.247635	39.236938	39.613239	33.40163	32.505375	33.40218	33.41811
Nufip2	30.112005	30.01342	35.81768	31.308901	24.750645	23.820414	20.909723	19.818756
Cryba1	0.347368	1.188197	0.786344	0.0	0.755364	0.887411	0.0	0.0
Myo18a	0.755959	1.750568	1.205141	2.146729	1.937669	2.681181	1.923814	2.778802
Pipox	0.353664	0.157567	0.0	0.0	0.568038	0.380842	1.449228	0.558842
Gm11190	0.0	0.0	0.0	0.0	0.0	0.098948	0.0	0.0
Sez6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phf12	33.297379	30.441717	18.768816	11.854237	24.937668	22.930574	15.323841	17.787104
Dhrs13	3.838816	3.349983	6.032775	4.14291	6.092207	9.164966	3.550982	4.378865
Flot2	0.0	0.0	6.462939	0.0	20.290318	0.0	16.727047	23.778173
Mir144	0.0	0.468214	0.0	0.0	0.0	0.0	0.0	0.0
Mir451	0.0	0.0	0.0	0.0	0.0	0.0	0.324611	0.0
Eral1	18.033899	11.079738	9.102186	12.169333	13.56184	19.496487	9.570199	11.379798
Fam222b	29.934925	27.489948	21.638361	16.849689	22.07123	30.461428	21.65386	19.232538
Traf4	11.521787	10.385075	11.474754	11.505306	18.255579	21.608004	14.623058	13.33036
Nek8	1.538391	1.07761	3.038382	0.63155	2.00101	4.617822	2.090034	2.525922
Tlcd1	14.440049	18.314157	12.119457	6.496645	14.835956	11.03809	15.273839	11.603697
Rpl23a	1200.196289	1090.032593	1274.867554	1182.838135	1049.809937	1159.088135	1232.4021	1111.098511
Snord42a	19.662516	26.927483	1.600653	3.417898	8.766423	1.56142	13.252863	12.281858
Snord4a	20.926991	19.176689	22.586826	14.040667	22.410734	3.030612	19.042704	14.162658
Snord42b	2.059827	5.993134	1.173944	7.852025	2.542263	4.431762	8.212414	4.070757
Rab34	0.0	1.065728	0.0	0.0	0.0	0.0	0.0	0.0
Proca1	0.18421	2.645251	1.634614	3.254769	1.725897	3.143854	2.562306	1.599411
Supt6	45.018581	50.447468	40.159122	46.397396	45.697075	65.442062	39.252628	42.0005
Sdf2	47.873814	14.631676	25.854956	33.339012	26.147516	23.363699	18.301876	26.439426
2610507B11Rik	63.841702	68.694344	57.061821	53.627777	48.859776	57.117802	39.791531	42.231426
Spag5	11.400321	9.185659	10.363387	10.424485	14.816506	9.429431	12.386915	11.562856
Aldoc	1.409833	4.089029	0.638429	0.447645	1.623724	1.107499	0.860759	1.051266
Pigs	36.963062	32.197491	16.169497	16.879646	25.1189	32.713787	16.494375	19.596645
Unc119	3.532527	6.332762	3.371209	2.854055	3.14729	1.833283	3.105764	1.832122
Foxn1	0.0	0.0	0.0	0.0	0.04378	0.0	0.026229	0.217181
Gm11194	0.234014	0.0	0.111731	1.015641	0.992775	0.182548	0.401093	1.086349
Slc13a2	6.047213	2.690448	2.542935	1.40714	4.318012	4.205765	5.847333	4.175228
Slc46a1	10.164081	3.360275	16.661528	13.135883	25.790113	52.80468	21.538435	22.084993
Sarm1	2.105404	3.867749	1.946741	1.59795	3.557462	5.670763	0.414983	4.2433
Vtn	0.152446	0.0	0.0	0.0	0.204089	0.0	0.25143	0.0
Sebox	2.236164	0.0	0.189224	0.0	0.0	0.751267	0.181007	0.53405
Tmem199	28.339577	13.902946	16.6304	16.825449	14.594006	5.931118	15.407537	14.853401
Poldip2	51.321472	56.722233	28.921135	34.23914	31.645054	38.099995	24.633501	29.540472
Tnfaip1	7.559642	8.801935	5.332448	8.607464	9.945552	20.2234	18.210392	15.24939
Ift20	74.28331	64.659203	62.722641	75.978973	56.533047	52.2962	57.860584	55.890919
Tmem97	37.981804	52.836483	48.803841	52.631458	57.366142	64.205643	51.811546	60.84877
Nlk	41.604279	36.906132	38.610264	36.954388	35.218506	41.188118	34.102661	34.088428
Fam58b	34.360252	13.670383	30.022587	31.985628	19.34486	12.113583	18.123049	16.628399
Lyrm9	1.192966	0.962835	2.521298	1.664087	0.816658	1.128997	1.572156	1.356062
Nos2	0.0	0.0	0.0	0.018896	0.0	0.0	0.0	0.0
Lgals9	20.051708	34.462952	19.562641	16.78421	22.797012	24.562727	12.358842	12.104907
Ksr1	0.840457	0.254632	0.876415	0.116815	0.205981	0.158929	0.301666	0.344863
Wsb1	29.98242	13.001329	15.617444	21.640162	36.36525	45.710426	29.258348	28.607639
Nf1	4.353541	7.010328	7.082982	9.019402	4.025418	3.849787	5.343428	5.036634
Omg	1.044459	0.03802	1.260265	1.940333	0.739145	0.354704	0.579901	0.725244
Evi2b	0.0	1.571357	2.603101	1.680093	0.0	0.0	0.0	0.0
Evi2a-evi2b	0.563477	0.0	0.0	0.0	1.145466	1.758255	2.395097	0.664647
Evi2a	0.0	0.050981	0.27729	0.25206	0.0	0.0	0.0	0.0
Rab11fip4	9.41006	7.792979	9.319513	13.264097	20.423435	23.260654	17.812561	17.869179
Gm11202	0.0	1.49306	0.0	0.0	0.0	0.0	0.148894	0.356677
Mir193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir365-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Utp6	31.30114	53.769802	40.137505	30.596352	32.751568	30.333931	32.406914	34.981396
Suz12	36.455544	36.112915	5.570533	30.17701	25.830221	33.685822	30.635111	18.295868
Crlf3	14.092913	6.748124	12.721902	16.186565	15.39096	9.548717	12.948195	12.848387
Atad5	18.661381	19.195841	17.041765	16.610245	14.660493	12.04075	13.158731	11.89765
Tefm	18.438274	14.795113	16.642338	21.495775	24.093699	18.558128	21.359047	20.574951
Adap2	4.875666	3.937355	5.781002	5.528536	16.815256	20.658426	15.424047	19.74085
Rnf135	0.694335	2.890761	1.316543	0.782547	1.792682	1.714038	3.337348	4.434243
Rhot1	7.221544	8.878648	13.860274	6.96768	7.848874	0.210325	9.654799	11.157587
Rhbdl3	0.187109	0.0974	0.043995	0.080797	0.441695	0.0	0.359646	0.093184
5730455P16Rik	3.959148	3.835305	7.64401	7.010587	3.442876	4.833326	4.148323	2.832023
Zfp207	83.379951	69.754471	82.024857	85.351868	87.810822	71.747025	70.779251	73.918571
Psmd11	176.127899	156.050354	152.771378	136.078308	161.928238	148.731979	137.340836	148.552826
Cdk5r1	0.0	0.345327	0.311664	0.2786	0.222023	0.708953	0.047706	0.12589
Myo1d	4.303109	6.095655	6.900814	9.032137	14.001794	14.342504	11.840238	11.055668
Tmem98	0.961528	0.0	0.527195	1.349962	1.055054	0.355024	1.511723	0.695731
Spaca3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asic2	0.0	0.486165	0.0	0.0	0.0	0.0	0.0	0.0
1700071K01Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5530401A14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccl2	0.0	0.0	0.0	0.182594	0.0	0.0	0.0	0.194252
Ccl7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccl11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccl12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccl8	0.0	0.0	0.0	0.442631	0.0	0.0	0.0	0.153197
Ccl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem132e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm11426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cct6b	6.851037	8.970877	11.419113	9.152281	13.93469	6.066504	10.91974	14.953029
Zfp830	13.042024	13.891574	8.127159	10.584069	11.629417	5.733445	9.763938	10.406444
Lig3	62.002869	64.692337	40.099861	48.988556	50.609665	52.868824	41.429417	40.724991
Rffl	0.022937	0.0	0.083063	0.0	0.013708	0.0	1.218431	0.038319
Rad51d	5.009414	3.649228	3.544946	3.292557	4.602699	3.966422	4.923896	4.67515
Fndc8	0.0	0.0	0.0	0.0	0.255378	0.21823	0.0	0.228576
Nle1	8.50915	8.588422	4.481799	6.050358	4.055029	8.198848	4.414436	5.220161
Unc45b	0.213574	0.0	0.0	0.0	0.037835	0.0	0.092267	0.0
Slfn5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slfn9	0.0	0.0	0.0	0.214062	0.317317	0.447665	0.143766	0.424754
Slfn8	0.0	0.0	0.0	0.0	0.002275	0.0	0.0	0.051208
Slfn2	1.543235	3.548744	5.613648	2.187899	0.682242	0.0	1.13249	0.916824
Slfn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slfn4	0.08813	0.189155	0.0	0.0	0.0	0.0	0.0	0.0
Slfn3	0.0	0.642247	0.137621	0.250928	0.0	0.0	0.0	0.255198
AI662270	19.760935	22.882275	41.021889	31.951332	35.366413	20.48531	46.765175	36.295658
Slfn14	0.0	0.0	0.0	0.0	0.0	0.0	0.230135	0.0
AA465934	15.015287	6.179817	5.261718	2.278837	6.980642	4.43245	0.960648	6.310724
AI450353	3.459759	6.043155	16.020966	16.929682	5.309157	16.585629	6.559359	4.070224
Snord7	0.331006	0.171922	0.248412	0.297098	0.298185	0.0	0.231043	0.143194
Pex12	10.210817	8.52111	4.065219	5.835101	6.790637	6.909465	7.724652	5.931073
Ap2b1	20.819153	20.59437	26.455589	23.772371	35.591049	38.802826	26.777475	24.767044
Rasl10b	0.0	0.0	0.0	0.0	0.0	0.0	0.131492	0.363146
Gas2l2	0.0	0.0	0.0	0.0	0.0	0.0	0.028742	0.0
1700020L24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mmp28	0.0	0.0	0.0	0.0	0.0	0.0	0.035003	0.0
Taf15	31.907476	39.819862	41.550018	34.200245	25.162535	44.979942	24.512423	30.028198
Gm11435	0.114676	0.328665	0.237823	0.023961	0.306855	0.0	0.022498	0.052012
Ccl5	0.0	0.188948	0.0	0.826189	0.362731	1.081672	0.475144	0.101925
Ccl9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E230016K23Rik	0.0	0.0	0.0	0.0	0.055336	0.0	0.0	0.0
Ccl6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccl3	0.0	0.0	0.0	0.0	0.0	1.496614	0.0	0.0
Ccl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wfdc17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wfdc18	0.0	0.0	0.0	0.0	0.0	0.0	0.070728	0.275195
1100001G20Rik	0.0	0.0	0.246773	0.0	0.0	0.0	0.0	0.0
Heatr6	4.560209	8.983571	9.60559	7.406925	7.346495	5.169295	4.666457	5.956468
Hnf1b	0.355768	0.0	1.748468	0.682701	1.530366	1.92603	1.066041	0.988823
Ddx52	24.386787	34.122478	28.962328	31.44697	36.308826	29.201733	35.561729	39.272785
Synrg	0.390915	2.749157	3.676105	5.183778	6.102666	6.086391	6.534204	6.070285
Dusp14	37.618622	50.046513	39.155388	31.750248	125.785477	147.945908	99.293594	90.42424
Tada2a	21.789848	25.256907	17.859312	11.790363	16.412941	16.155991	14.053585	14.904438
Gm11437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acaca	16.646593	7.356945	11.809055	15.761573	11.304976	10.656989	13.183801	13.251423
Aatf	45.172668	43.90374	53.776085	57.344284	30.953228	59.342567	65.474792	59.636543
Lhx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1500016L03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mrm1	24.457748	11.276568	8.364345	5.504922	6.024124	5.96297	9.42096	9.834904
Dhrs11	6.208529	4.4779	1.85872	3.174116	4.499655	9.077757	2.993268	3.892704
Ggnbp2	41.886738	36.849041	41.880047	52.385532	32.04752	25.030018	42.021847	42.969788
Pigw	0.063694	1.234286	3.22772	1.819341	0.819889	0.302852	2.868363	2.695279
Myo19	34.045212	38.456615	18.083696	19.265453	33.573044	36.601582	26.442427	31.891792
Znhit3	89.1549	79.326782	94.688354	73.573944	114.615158	89.844933	130.224426	128.98378
Car4	0.0	1.199347	0.0	0.0	3.397326	3.670144	1.486453	2.708379
Usp32	34.985355	32.281422	31.673931	33.672066	19.888927	16.823362	18.649494	17.402039
1700125H20Rik	0.504862	1.010861	0.784353	0.890509	0.783134	0.0	0.242469	0.0
Appbp2	66.217896	81.860382	67.089508	71.764412	61.242523	50.097153	55.366028	56.182919
D630032N06Rik	3.696618	2.387157	11.800592	5.666682	3.588069	6.196649	7.385801	4.535567
Ppm1d	6.85451	6.040667	6.735785	2.680553	10.550706	6.950842	6.315164	8.150821
Bcas3	0.141396	0.0	15.62585	9.534356	4.35784	7.349934	12.583039	9.356601
Tbx2	0.029015	0.0	0.079702	0.334638	0.194673	0.0	0.193305	0.172346
Tbx4	2.704633	0.689025	0.383596	0.959424	0.143681	0.0	0.160913	0.167539
Brip1	4.078393	5.481401	5.31392	3.216072	3.5672	4.969219	3.825783	2.717993
Ints2	13.801587	11.48196	14.291356	11.900382	11.228779	10.3532	12.224784	13.048174
Med13	30.231586	33.487183	30.226311	39.35923	29.926176	27.166534	34.39967	29.962633
Rnft1	5.660264	10.2375	7.444285	3.333151	4.837992	2.611262	5.162991	4.847311
Rps6kb1	12.534966	12.208492	12.267488	17.979654	12.947042	14.406078	15.946997	14.607002
Tubd1	0.014676	0.619535	1.940064	1.341123	0.144006	2.823871	0.01568	0.0
Vmp1	41.660934	39.235638	64.150177	58.402336	49.809105	33.106308	74.166	65.891144
Mir21	0.014613	0.0	0.0	0.0	0.014973	0.0	0.0	0.025102
Ptrh2	1.361049	0.283692	1.622572	9.518624	5.811198	0.0	3.521811	1.425754
Cltc	148.669418	124.964813	174.863602	193.896988	226.949844	172.088394	226.558792	223.201767
Dhx40	14.266392	11.52605	20.950331	21.761684	13.155994	11.037006	15.006495	14.127367
Ypel2	15.578951	15.381228	14.657345	11.247792	30.134396	26.872959	28.85457	26.667437
Gdpd1	1.973271	0.207812	4.01365	0.311535	3.590298	4.627032	2.15741	1.786534
Smg8	19.547209	20.575813	18.987217	16.147551	23.274023	14.324865	15.87492	13.920128
Prr11	6.68257	8.623656	9.648878	10.057983	9.966739	13.318442	12.506116	13.835223
Ska2	1.725334	3.250672	8.295895	2.993437	4.905363	1.979264	9.074613	7.951406
Mir301	0.754547	2.292069	0.0	0.024547	0.0	0.0	0.372535	0.0
Trim37	14.663813	6.850711	8.459385	8.048484	8.5229	7.115604	6.990336	7.39552
Ppm1e	1.915669	3.69785	1.987327	1.896973	2.116251	0.41703	1.788828	1.883951
Rad51c	2.717257	2.659497	9.709319	4.865186	3.649784	5.714214	3.395524	2.767653
Tex14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sept4	0.0	0.0	0.0	0.112548	0.619334	0.0	0.448879	0.736194
Mtmr4	13.684292	11.783156	10.620144	13.943004	20.716717	22.458439	14.1197	15.082748
Hsf5	0.230592	0.372274	0.500952	0.298175	0.769678	0.345444	0.396292	0.229179
Rnf43	0.0	0.0	0.028968	0.0	0.076256	0.0	0.10581	0.0
1110028F11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041102
Supt4a	128.412537	113.601593	123.31955	175.110687	110.655212	114.357178	136.01236	142.038208
Mir142	8.968458	0.0	0.907465	1.178044	0.0	0.0	0.0	0.0
Bzrap1	0.034505	0.030739	0.0	0.011747	0.0	0.044177	0.0	0.030754
Mpo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lpo	0.0	0.0	0.0	0.0	0.0	0.34264	0.0	0.0
Mks1	6.158563	3.470598	3.940674	2.9519	1.75674	3.257963	2.645605	2.947698
Epx	0.0	0.0	0.0	0.0	0.0	0.0	0.072252	0.0
Olfr462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dynll2	6.355449	0.113411	11.199232	3.003023	2.779274	0.160248	8.98261	4.505987
Srsf1	7.50445	11.257821	55.88623	14.924091	6.123711	12.235235	10.259058	8.918879
Vezf1	12.654023	13.827578	13.162101	6.780463	11.647456	14.765778	7.587381	11.716769
Cuedc1	0.0	0.199212	0.153148	0.0	0.205239	0.106228	0.43776	0.28901
Mrps23	13.199768	19.853409	14.920276	22.975954	29.500492	31.948971	21.521812	24.433966
1700106J16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Msi2	2.633133	0.556374	0.552076	0.229228	0.604127	0.673324	0.310787	0.40587
Mir378b	0.635194	0.0	0.0	0.0	0.0	0.16156	0.0	0.0
C030037D09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Akap1	7.227635	0.030583	6.91032	0.195135	5.587292	0.201923	0.100621	0.126265
Scpep1	96.755547	78.995705	63.107807	62.857014	109.542465	136.218002	86.008499	82.839043
Gm15698	94.902702	126.992249	64.215126	66.162575	27.569317	15.315587	39.654842	41.044296
2210409E12Rik	1308.277588	1408.340454	1039.273682	906.615417	1188.268188	980.102722	969.59668	949.380981
Coil	17.19734	21.019232	18.772568	17.997406	16.656288	11.970316	11.862359	16.365368
Trim25	86.377602	90.654449	84.37384	91.679848	61.335918	74.095062	59.183414	60.214478
Dgke	4.294048	5.304623	6.899347	8.739775	7.885953	6.851099	7.259397	7.38866
Gm525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nog	0.0	0.499152	0.101794	0.0386	0.0	0.0	0.034158	0.0
4932411E22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ankfn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pctp	0.520946	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mmd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hlf	0.281938	0.708891	0.740323	0.734118	0.833313	0.235183	0.744152	0.878437
Stxbp4	0.344312	0.087011	1.294618	0.80811	0.061732	0.164631	0.184454	0.205091
Cox11	6.4896	7.652451	8.151203	11.727824	9.159083	10.076489	12.921054	10.906861
Tom1l1	5.717472	7.669836	7.651163	7.05568	20.081062	15.488925	14.974079	20.037354
Kif2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Car10	0.0	0.0	0.0	0.0	0.0	0.0	0.065966	0.0
Utp18	24.835724	17.900164	37.311352	31.927927	21.151724	22.816776	24.012791	24.668079
Mbtd1	40.57547	33.646633	33.402203	41.733036	25.643337	23.980749	23.955126	25.020346
Nme2	372.060638	249.490784	341.872009	173.833939	238.32695	42.860374	248.491714	205.648819
Nme1	162.378311	195.869049	195.190613	212.550446	179.131042	165.077972	174.983475	179.330704
Spag9	6.669912	6.501248	10.244239	11.204914	3.683194	16.963703	3.833181	0.834829
Tob1	4.310644	9.28989	15.476658	12.829427	6.882697	11.343812	12.976523	7.593083
Wfikkn2	0.0	0.0	0.0	0.991602	0.096787	0.0	0.058064	0.275101
Luc7l3	40.32988	51.942806	55.067196	55.997738	47.309494	60.315071	47.55946	49.328815
Ankrd40	0.113806	1.307317	1.970938	0.807427	1.399179	0.527421	0.094605	0.795025
Abcc3	0.18578	0.136692	0.081082	0.0	1.018104	0.047278	0.760506	0.278516
Cacna1g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spata20	0.106624	0.0	0.0	0.313344	0.0	0.0	0.230133	0.0
Epn3	8.771233	3.917703	2.113814	1.955801	22.536234	23.496723	9.814774	10.406504
Mycbpap	2.459287	4.464414	3.49456	2.035007	10.375972	7.491936	8.786562	8.809708
Rsad1	2.647962	5.283731	4.097136	0.343863	2.949148	2.027656	1.034155	2.250485
Acsf2	45.940762	64.343063	44.308487	25.14275	59.186699	87.430054	41.85643	43.588196
Chad	1.337868	0.902685	0.267948	0.0	0.82471	1.117971	0.709109	0.565468
Lrrc59	213.268112	219.831909	205.150513	211.894714	268.249878	285.505524	261.605621	246.126999
Eme1	15.316644	16.322304	10.329677	10.697309	16.282648	15.251097	14.658533	14.642082
Mrpl27	26.757689	25.206247	35.226742	31.651978	35.902706	33.994236	35.068005	46.415001
Xylt2	6.761199	8.253974	3.141659	2.444643	3.346039	3.204037	1.564298	1.967025
Gm11541	0.0	0.0	0.0	0.0	0.0	0.0	0.07811	0.0
Gm11545	127.302773	97.133446	107.500786	101.811943	126.016975	147.310699	113.46048	119.776428
Tmem92	0.192243	0.0	0.0	0.0	0.0	0.0	0.294015	0.0
Gm11544	0.0	0.0	0.119549	0.06945	0.0	0.0	0.0	0.0
Col1a1	0.0	0.0	0.119409	0.302061	0.0	0.0	0.227029	0.504129
Sgca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hils1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r9b	7.823151	1.307836	2.570552	1.906104	6.303726	13.610578	2.857678	4.171207
Samd14	0.0	0.0	0.0	0.0	0.066052	0.0	0.079146	0.0
Pdk2	3.649463	0.822839	5.240988	1.007316	0.31126	0.358855	0.328867	0.54643
Itga3	13.823262	15.312992	7.644156	7.281082	9.697211	7.46923	5.038998	5.079784
Dlx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.210447
Dlx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A730090H04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tac4	0.922336	0.646563	0.443991	1.56556	0.753004	0.0	0.377422	0.81836
Kat7	0.063408	17.204081	4.4242	5.886461	6.318024	7.526738	4.700343	6.536187
Fam117a	7.924449	1.831429	2.553084	2.504222	8.734263	5.157061	4.551351	6.10296
Slc35b1	46.257843	36.663048	49.337967	53.227577	47.763695	33.528801	51.476215	55.057945
Spop	22.120901	22.758074	29.749264	22.146767	20.682158	29.752447	25.140703	24.682482
Nxph3	0.0	0.0	0.054722	0.0	0.0	0.0	0.0	0.0
Ngfr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046036
Phb	73.969727	85.831955	84.403389	66.488396	64.384483	68.179558	104.714569	103.534073
B130006D01Rik	1.34634	2.303616	2.324018	1.431177	0.968211	0.524301	1.39697	0.564292
Zfp652	7.014772	8.464827	16.365828	11.962112	7.180901	9.269475	10.94196	11.985323
Phospho1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Abi3	0.0	0.0	0.0	0.292591	0.0	0.0	0.0	0.148968
Gngt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4833417C18Rik	1.202749	2.300246	2.110814	3.621694	1.367469	0.0	4.598696	2.634467
B4galnt2	0.135478	0.738645	0.229528	0.017493	0.122432	0.0	0.66116	0.567755
Igf2bp1	32.250046	32.893181	20.188002	18.056046	24.404428	30.224798	20.662861	21.125984
Gip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Snf8	39.069534	30.039585	31.191357	53.725845	47.179005	47.352909	43.180473	42.74852
Ube2z	32.057171	35.258587	24.577496	28.633337	28.166357	32.182312	28.813873	24.459768
Atp5g1	198.948181	204.15863	135.065079	124.52623	179.85318	136.243759	132.886993	160.62738
Ttll6	5.256639	7.667455	7.120962	7.180943	6.761435	8.536378	8.593024	8.888117
Hoxb13	0.0	0.0	0.215481	0.227937	0.083458	0.0	0.0	0.238488
Gm53	5.743011	1.016609	0.0	0.587817	6.611758	3.645526	1.382844	2.784213
Mir196a-1	0.0	0.0	0.0	0.0	0.33089	0.0	0.308949	0.294715
Hoxb9	1.973979	0.191345	0.163851	0.621148	0.566312	0.420537	0.321958	0.52487
Hoxb8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hoxb7	0.0	0.0	0.0	0.0	0.078616	1.863397	0.360695	0.646258
